AccidentID,Latitude,Longitude,AreaName,RoadName,RoadType,NumberOfLanes,RoadWidth,SpeedLimit,Weather,Temperature,Humidity,Visibility,WindSpeed,RoadCondition,LightingCondition,TrafficDensity,AverageTrafficSpeed,HeavyVehiclePercentage,PedestrianDensity,NearbySchool,NearbyHospital,NearbyBusStop,NearbySignal,NearbyRailwayCrossing,Year,Month,DayOfWeek,Weekend,FestivalSeason,TimeOfDay,Hour,CurvePresent,DividerPresent,RoadShoulder,AccidentHistoryLast5Years,ConstructionZone,BlackSpotReported,AccidentRisk,AccidentSeverity,Hotspot
CHN202500482,13.007555,80.217521,Guindy,GST Road,Highway,8,21.6,80,Cloudy,28.2,63.9,1862,9.0,Dry,Dawn,Low,40.6,13.3,42.0,No,Yes,Yes,No,No,2024,9,Tuesday,No,No,Early Morning,4,No,Yes,Yes,5,No,No,Low,Major,No
CHN202200483,13.035343,80.239502,T Nagar,Anna Salai,Arterial,4,16.2,60,Cloudy,27.1,68.6,1732,16.1,Dry,Daylight,Medium,28.5,4.2,34.0,No,No,No,No,No,2024,3,Saturday,Yes,No,Afternoon,14,Yes,Yes,Yes,7,No,No,Low,Minor,No
CHN202300484,12.946633,80.147949,Chrompet,GST Road,Arterial,4,14.6,40,Sunny,34.7,53.5,2481,12.9,Wet,Daylight,Medium,28.9,6.5,42.0,No,No,No,Yes,No,2022,11,Thursday,No,No,Morning,8,No,No,No,4,No,No,Low,Minor,No
CHN202500485,13.066372,80.189072,Koyambedu,Poonamallee High Road,Arterial,4,12.8,50,Cloudy,29.1,63.8,3614,14.6,Dry,Daylight,Medium,23.5,2.3,49.0,No,Yes,Yes,No,No,2024,2,Tuesday,No,No,Morning,8,Yes,No,No,3,No,No,Low,Minor,No
CHN202300486,13.146541,80.23035,Madhavaram,Madhavaram High Road,Arterial,2,11.7,60,Sunny,30.3,61.7,2414,8.6,Dry,Dusk,High,29.9,10.4,49.0,Yes,,No,No,No,2024,11,Saturday,Yes,No,Evening,18,No,No,No,4,No,No,Medium,Minor,No
CHN202400487,13.048474,80.274952,Marina,Marina Beach Road,Arterial,4,16.3,40,Sunny,36.0,54.9,4526,11.3,Potholes,NightWithoutLights,Medium,31.1,4.3,55.0,No,Yes,No,Yes,No,2024,3,Saturday,Yes,No,Night,21,Yes,Yes,No,10,No,Yes,Medium,Major,Yes
CHN202400488,13.086826,80.213429,Anna Nagar,Anna Nagar 2nd Avenue,Residential,1,8.1,20,Rainy,25.8,94.2,1210,14.8,UnderConstruction,Daylight,High,12.8,5.3,100.0,Yes,Yes,Yes,No,No,2024,7,Monday,No,No,Afternoon,13,Yes,No,No,3,Yes,No,Medium,Minor,No
CHN202500489,13.14467,80.234502,Madhavaram,Madhavaram High Road,Arterial,4,16.7,60,Rainy,27.6,77.3,325,20.6,Damaged,NightWithLights,Medium,32.1,5.2,48.0,No,No,Yes,No,No,2022,1,Tuesday,No,No,Night,19,No,Yes,No,3,No,No,High,Major,Yes
CHN202400490,12.963065,80.243285,Perungudi,OMR,Highway,6,19.8,80,Cloudy,32.3,60.8,2094,18.3,Wet,Daylight,Severe,11.1,8.2,61.0,No,No,No,Yes,No,2025,4,Wednesday,No,Yes,Afternoon,13,No,No,No,5,No,No,Medium,Major,No
CHN202200491,13.010051,80.22029,Guindy,GST Road,Highway,6,17.1,60,Sunny,34.8,52.3,4890,5.1,Potholes,Daylight,High,21.8,19.5,50.0,No,No,Yes,No,No,2022,3,Tuesday,No,No,Afternoon,11,No,No,No,7,No,No,Medium,Major,Yes
CHN202300492,13.049382,80.209529,Vadapalani,Arcot Road,Arterial,4,14.6,60,Drizzle,27.1,,957,20.1,Wet,Daylight,High,16.4,6.4,50.0,No,No,No,No,No,2025,11,Saturday,Yes,No,Afternoon,15,No,Yes,No,6,Yes,No,Medium,Major,No
CHN202400493,13.042922,80.236692,T Nagar,Anna Salai,Flyover,2,11.9,80,Rainy,27.2,85.9,1319,,Wet,NightWithoutLights,High,22.2,6.8,63.0,No,No,No,No,No,2024,10,Wednesday,No,Yes,Early Morning,5,No,No,Yes,7,Yes,No,High,Fatal,Yes
CHN202200494,12.969639,80.239421,Perungudi,OMR,Highway,4,17.4,80,Sunny,34.6,50.3,2761,17.3,UnderConstruction,Dusk,High,19.5,12.6,49.0,No,No,Yes,Yes,No,2025,8,Saturday,Yes,No,Evening,16,Yes,Yes,No,6,Yes,No,Medium,Fatal,Yes
CHN202400495,13.073163,80.273334,Egmore,Mount Road,Arterial,4,10.7,60,Foggy,21.9,95.7,288,7.3,Dry,Daylight,Medium,27.8,7.0,53.0,Yes,No,Yes,No,No,2025,6,Wednesday,No,No,Afternoon,15,No,No,No,5,No,No,Low,Minor,No
CHN202500496,13.050534,80.28392,Marina,Marina Beach Road,Arterial,4,11.6,60,Sunny,33.8,61.1,4318,7.5,Damaged,NightWithoutLights,High,24.4,10.6,75.0,No,No,Yes,No,Yes,2023,4,Wednesday,No,No,Night,21,No,Yes,Yes,5,No,No,High,Major,No
CHN202500497,12.978508,80.218064,Velachery,Velachery Main Road,Arterial,2,10.5,60,Sunny,33.7,47.1,3774,18.0,Dry,NightWithoutLights,High,16.8,3.1,60.0,No,No,Yes,Yes,No,2025,12,Sunday,Yes,No,Early Morning,5,Yes,Yes,Yes,4,No,No,Medium,Minor,No
CHN202500498,13.105859,80.244003,Perambur,Paper Mills Road,Arterial,4,13.9,50,Drizzle,29.0,80.1,915,15.9,UnderConstruction,Dusk,High,27.0,5.4,65.0,No,No,No,No,No,2025,8,Tuesday,No,No,Evening,17,No,No,No,1,Yes,No,Medium,Minor,No
CHN202300499,12.95035,80.149264,Chrompet,GST Road,Arterial,2,16.1,60,Rainy,29.2,82.4,1128,15.3,Wet,Daylight,High,17.4,6.3,84.0,Yes,No,Yes,No,No,2022,2,Tuesday,No,Yes,Afternoon,11,No,No,Yes,5,No,No,High,Major,No
CHN202400500,13.087144,80.210354,Anna Nagar,Anna Nagar 2nd Avenue,Residential,2,5.9,40,Sunny,35.1,56.7,3865,8.7,Dry,NightWithLights,Medium,32.3,6.4,37.0,No,No,No,No,No,2023,3,Sunday,Yes,Yes,Late Night,3,No,Yes,Yes,1,No,No,Low,Major,No
CHN202300501,12.904249,80.230621,Sholinganallur,OMR,Highway,8,17.5,60,Cloudy,28.7,57.5,2145,17.9,Potholes,Dusk,Medium,31.6,9.7,59.0,No,No,Yes,Yes,No,2025,12,Thursday,No,No,Evening,16,Yes,Yes,No,5,No,No,Medium,Minor,No
CHN202400502,12.934672,80.255968,Neelankarai,ECR,Highway,4,21.5,60,Rainy,,93.1,796,22.8,Wet,Daylight,High,25.5,22.2,66.0,No,No,Yes,Yes,No,2022,9,Wednesday,No,No,Morning,7,Yes,Yes,No,1,No,No,Medium,Major,No
CHN202400503,13.116541,80.23502,Perambur,Paper Mills Road,Arterial,2,10.6,50,Sunny,38.0,59.9,3437,6.8,Wet,Daylight,Low,51.9,3.8,5.0,No,No,No,No,No,2025,12,Monday,No,No,Morning,6,Yes,No,Yes,4,No,No,Low,Minor,No
CHN202400504,12.923054,80.128817,Tambaram,GST Road,Highway,4,14.6,100,Sunny,34.8,64.6,2559,9.9,Potholes,NightWithoutLights,High,19.5,23.7,,No,No,Yes,Yes,No,2024,12,Friday,No,No,Late Night,2,No,No,Yes,8,No,Yes,High,Fatal,Yes
CHN202500505,12.911052,80.252736,Injambakkam,ECR,Junction,6,14.9,50,Sunny,38.2,56.3,3168,12.6,Damaged,NightWithLights,High,19.5,8.4,52.0,Yes,No,Yes,No,No,2022,4,Saturday,Yes,No,Late Night,0,No,No,Yes,10,No,Yes,High,Major,Yes
CHN202500506,13.031714,80.163602,Porur,Mount Poonamallee Road,Arterial,4,12.7,40,Sunny,31.4,61.4,2659,15.7,Dry,Daylight,Severe,13.7,2.4,51.0,No,No,No,No,No,2024,1,Sunday,Yes,Yes,Morning,10,No,Yes,Yes,8,No,Yes,Medium,Minor,Yes
CHN202500507,13.077365,80.261334,Egmore,Mount Road,Highway,6,18.8,100,Rainy,29.7,76.4,554,10.6,Potholes,Dusk,High,17.8,5.1,55.0,No,No,No,No,No,2022,12,Saturday,Yes,No,Evening,18,Yes,Yes,No,6,No,No,High,Fatal,No
CHN202500508,12.980653,80.220504,Velachery,Velachery Main Road,Arterial,4,11.6,60,Rainy,27.2,91.9,1104,12.8,Damaged,Dusk,High,21.2,9.9,53.0,Yes,No,No,Yes,No,2025,1,Tuesday,No,No,Evening,16,Yes,Yes,Yes,4,No,No,Medium,Minor,No
CHN202200509,12.936965,80.23354,Thoraipakkam,OMR,Highway,6,21.5,60,Rainy,26.8,83.1,731,12.9,Wet,Dawn,High,12.2,7.9,53.0,Yes,No,Yes,No,No,2024,12,Sunday,Yes,No,Early Morning,5,No,Yes,No,4,No,Yes,High,Fatal,Yes
CHN202200510,13.008515,80.26035,Adyar,LB Road,Arterial,4,12.8,50,Sunny,38.9,49.6,3940,5.5,Dry,NightWithoutLights,Severe,13.5,11.7,77.0,Yes,No,Yes,No,No,2024,2,Friday,No,No,Night,20,Yes,Yes,Yes,5,No,No,Medium,Major,No
CHN202500511,12.976477,80.217499,Velachery,Velachery Main Road,Arterial,4,12.9,50,Sunny,35.9,52.5,3121,5.8,Dry,Daylight,High,28.3,4.4,88.0,No,Yes,Yes,Yes,No,2025,11,Thursday,No,No,Afternoon,11,No,No,Yes,4,Yes,No,Low,Minor,No
CHN202300512,12.789471,80.21465,Kelambakkam,OMR Service Road,Service Road,2,5.9,20,Foggy,25.1,93.1,340,3.0,Damaged,NightWithoutLights,Medium,32.1,20.3,40.0,Yes,Yes,No,Yes,No,2023,5,Wednesday,No,Yes,Night,20,No,No,No,4,No,No,High,Minor,Yes
CHN202300513,12.903646,80.222877,Sholinganallur,OMR,Highway,6,18.8,80,Rainy,28.0,86.7,934,24.1,Wet,Dawn,Severe,16.4,17.4,83.0,No,No,No,Yes,No,2025,9,Thursday,No,No,Early Morning,4,No,Yes,No,13,No,Yes,High,Fatal,Yes
CHN202300514,13.151927,80.226651,Madhavaram,Madhavaram High Road,Arterial,4,18.0,60,Cloudy,,58.3,1753,15.6,Damaged,Dusk,Medium,38.8,5.2,74.0,Yes,Yes,Yes,No,No,2022,1,Thursday,No,Yes,Evening,18,No,No,Yes,5,No,No,Medium,Minor,No
CHN202200515,13.037817,80.232397,T Nagar,Anna Salai,Arterial,2,11.5,40,Rainy,24.4,85.7,1131,11.2,Damaged,NightWithoutLights,High,19.9,2.8,67.0,Yes,No,Yes,No,No,2025,10,Sunday,Yes,Yes,Night,20,No,No,Yes,6,No,No,High,Major,No
CHN202500516,13.040696,80.155416,Porur,Mount Poonamallee Road,Arterial,4,11.3,40,Foggy,24.7,88.1,368,8.6,Dry,NightWithoutLights,Medium,34.7,4.5,28.0,Yes,No,No,Yes,No,2024,5,Saturday,Yes,No,Late Night,1,No,No,No,6,No,No,Medium,Major,No
CHN202200517,13.004428,80.222699,Guindy,GST Road,Highway,8,14.2,80,Drizzle,24.9,75.1,2205,9.7,Wet,Daylight,Low,41.1,14.2,25.0,No,No,No,No,No,2025,4,Wednesday,No,No,Morning,7,No,No,Yes,3,No,No,Low,Major,No
CHN202200518,13.012267,80.209711,Kathipara,GST Road Flyover,Junction,2,19.7,30,Cloudy,28.7,67.1,1592,10.9,Dry,NightWithLights,Medium,32.6,3.1,51.0,No,No,Yes,No,No,2025,3,Friday,No,No,Late Night,23,No,No,No,8,No,No,Low,Minor,No
CHN202200519,13.000617,80.258052,Adyar,LB Road,Arterial,2,17.0,60,Sunny,34.5,49.1,3236,7.1,Dry,Dawn,High,21.8,11.1,41.0,No,No,No,No,No,2023,10,Friday,No,Yes,Early Morning,5,No,Yes,No,5,No,No,Low,Minor,No
CHN202300520,13.115319,80.242253,Perambur,Paper Mills Road,Arterial,2,13.0,60,Drizzle,28.9,73.7,1771,16.1,Wet,NightWithLights,High,25.2,4.1,63.0,No,No,Yes,Yes,No,2024,1,Sunday,Yes,Yes,Late Night,0,No,Yes,Yes,2,No,No,High,Fatal,Yes
CHN202300521,12.924457,80.124323,Tambaram,GST Road,Flyover,4,9.0,70,Sunny,33.8,60.8,4534,5.1,Dry,NightWithLights,Medium,37.6,6.4,45.0,No,No,No,No,Yes,2025,4,Wednesday,No,No,Night,19,No,No,No,5,Yes,No,Medium,Major,Yes
CHN202500522,12.964566,80.240278,Perungudi,OMR,Junction,4,19.9,50,Cloudy,33.9,71.6,1844,15.1,Dry,Daylight,Medium,35.0,2.3,38.0,No,No,Yes,Yes,No,2024,3,Thursday,No,Yes,Evening,17,Yes,Yes,No,3,No,No,Medium,Minor,No
CHN202300523,13.051963,80.210001,Vadapalani,Arcot Road,Junction,4,15.5,40,Drizzle,24.0,86.2,1646,16.5,Wet,Daylight,Severe,11.1,4.8,96.0,No,No,No,No,No,2023,11,Monday,No,No,Afternoon,15,No,No,No,10,No,Yes,High,Major,Yes
CHN202200524,13.116745,80.237373,Perambur,Paper Mills Road,Arterial,4,12.3,50,Sunny,30.1,48.1,3588,16.0,UnderConstruction,Dawn,Medium,29.8,4.0,31.0,No,No,No,No,No,2025,10,Tuesday,No,No,Early Morning,5,No,Yes,No,8,Yes,Yes,High,Major,Yes
CHN202200525,13.114432,80.098337,Avadi,Chennai Bypass Road,Service Road,2,6.6,30,Sunny,34.9,60.0,3546,15.1,Dry,NightWithoutLights,Severe,9.3,11.0,83.0,No,No,No,Yes,No,2022,4,Monday,No,No,Late Night,0,No,No,No,10,No,No,Medium,Minor,No
CHN202400526,13.032943,80.269247,Mylapore,Luz Church Road,Residential,1,5.1,30,Cloudy,29.9,62.4,3964,13.7,Damaged,NightWithoutLights,High,25.9,9.7,50.0,No,No,No,Yes,No,2023,11,Saturday,Yes,Yes,Late Night,3,No,Yes,Yes,3,No,No,Medium,Major,No
CHN202400527,13.032438,80.261484,Mylapore,Luz Church Road,Residential,1,8.6,20,Drizzle,24.6,87.7,2216,9.6,Wet,NightWithLights,High,21.6,7.6,41.0,No,No,No,No,No,2022,4,Saturday,Yes,No,Late Night,3,No,No,No,4,No,No,Medium,Minor,No
CHN202500528,12.973966,80.216701,Velachery,Velachery Main Road,Arterial,2,10.5,60,Drizzle,27.7,73.6,2480,16.8,UnderConstruction,Daylight,Low,43.2,7.9,16.0,No,No,No,No,No,2022,10,Tuesday,No,No,Afternoon,12,Yes,No,No,6,Yes,No,Medium,Major,No
CHN202400529,13.00965,80.21808,Guindy,GST Road,Highway,8,23.5,80,Sunny,31.3,58.2,3217,13.9,Wet,NightWithLights,High,20.3,18.4,86.0,No,Yes,Yes,Yes,Yes,2025,4,Wednesday,No,No,Night,21,No,Yes,Yes,2,No,No,Medium,Major,No
CHN202300530,12.917877,80.133883,Tambaram,GST Road,Highway,6,23.0,100,Rainy,25.3,84.5,666,26.0,Dry,Daylight,Medium,21.8,18.5,59.0,No,No,Yes,No,No,2024,6,Wednesday,No,No,Morning,6,No,No,No,4,Yes,No,Medium,Fatal,No
CHN202400531,12.916942,80.252747,Injambakkam,ECR,Highway,6,17.9,80,Rainy,24.2,78.7,794,21.9,Dry,Daylight,Severe,5.6,16.1,88.0,No,Yes,No,No,No,2024,7,Wednesday,No,No,Afternoon,15,No,No,Yes,11,No,No,Medium,Major,No
CHN202500532,12.916345,80.251747,Injambakkam,ECR,Highway,4,22.8,80,Sunny,34.2,47.2,4193,13.0,Dry,NightWithLights,High,32.1,20.9,43.0,Yes,No,No,No,No,2023,1,Thursday,No,Yes,Late Night,1,No,Yes,Yes,4,No,No,Medium,Fatal,No
CHN202500533,13.035022,80.271382,Mylapore,Luz Church Road,Residential,2,6.0,30,Rainy,28.7,90.8,1188,14.6,Wet,NightWithLights,Medium,32.5,5.0,23.0,No,No,Yes,Yes,No,2025,10,Friday,No,No,Late Night,3,No,No,Yes,5,No,No,Medium,Minor,No
CHN202400534,13.114265,80.157646,Ambattur,Ambattur Industrial Estate Road,Residential,2,6.7,40,Sunny,36.7,60.6,3344,12.0,Dry,Dusk,High,16.2,5.6,48.0,No,No,No,Yes,No,2022,9,Tuesday,No,No,Evening,18,No,No,Yes,0,No,No,Low,Minor,No
CHN202300535,13.028277,80.261828,Mylapore,Luz Church Road,Highway,4,17.5,60,Rainy,27.0,83.2,1169,15.9,Potholes,Dawn,Severe,9.3,,61.0,No,No,No,No,No,2024,12,Thursday,No,No,Early Morning,4,No,No,No,4,Yes,No,High,Major,Yes
CHN202400536,12.897347,80.225855,Sholinganallur,OMR,Highway,6,16.2,80,Sunny,31.4,60.4,2035,8.5,Dry,Daylight,Medium,28.8,5.7,42.0,No,No,Yes,No,No,2025,12,Monday,No,No,Afternoon,13,Yes,No,Yes,5,No,No,Medium,Fatal,No
CHN202500537,13.042503,80.236585,T Nagar,Anna Salai,Highway,4,19.3,60,Sunny,38.2,65.0,2727,7.8,Dry,NightWithLights,High,19.9,15.7,71.0,No,No,Yes,No,Yes,2025,2,Monday,No,No,Night,20,Yes,No,Yes,3,No,No,Low,Major,No
CHN202300538,13.11859,80.154432,Ambattur,Ambattur Industrial Estate Road,Service Road,2,5.3,30,Sunny,33.6,49.9,4421,12.9,Dry,NightWithLights,Medium,29.9,19.0,,Yes,No,,Yes,Yes,2023,10,Sunday,Yes,No,Late Night,23,No,No,No,1,No,No,Low,Major,No
CHN202400539,12.937786,80.2348,Thoraipakkam,OMR,Highway,4,17.2,60,Sunny,32.3,53.2,3405,11.8,Dry,NightWithLights,Severe,10.0,15.9,87.0,No,No,No,Yes,No,2023,10,Sunday,Yes,Yes,Night,19,No,No,Yes,4,No,No,High,Fatal,No
CHN202500540,13.005171,80.253932,Adyar,LB Road,Arterial,4,12.3,50,Drizzle,28.2,75.7,1471,19.8,Wet,NightWithLights,Severe,7.8,3.3,69.0,No,No,Yes,No,No,2023,10,Friday,No,Yes,Late Night,0,Yes,Yes,No,7,No,No,High,Major,Yes
CHN202400541,12.959667,80.238807,Perungudi,OMR,Arterial,4,16.9,40,Rainy,28.3,81.7,888,22.8,Potholes,NightWithLights,High,23.6,9.8,61.0,No,No,No,Yes,No,2023,8,Wednesday,No,No,Late Night,2,No,No,No,10,No,Yes,High,Major,Yes
CHN202200542,13.116224,80.241355,Perambur,Paper Mills Road,Arterial,4,15.6,40,Sunny,30.6,61.1,4169,13.3,Dry,Dusk,Severe,13.0,10.1,87.0,Yes,No,No,No,No,2025,1,Wednesday,No,Yes,Evening,17,No,No,No,9,No,Yes,Medium,Minor,No
CHN202500543,13.004483,80.220593,Guindy,GST Road,Highway,6,19.6,80,Cloudy,27.1,55.9,2778,19.6,Dry,NightWithoutLights,High,17.8,20.8,57.0,No,No,No,No,No,2022,10,Friday,No,No,Late Night,1,No,Yes,Yes,4,No,No,Medium,Major,No
CHN202500544,12.939833,80.235068,Thoraipakkam,OMR,Highway,4,20.3,60,Rainy,28.4,92.3,489,22.1,Potholes,Daylight,High,11.4,23.6,74.0,No,No,No,No,No,2024,9,Monday,No,No,Afternoon,13,No,Yes,No,5,Yes,No,High,Major,No
CHN202500545,13.113567,80.090913,Avadi,Chennai Bypass Road,Highway,8,14.9,80,Rainy,25.5,80.1,1015,22.6,Damaged,Dawn,Severe,7.7,8.4,82.0,Yes,No,Yes,No,No,2023,12,Saturday,Yes,No,Early Morning,5,No,No,No,10,No,No,High,Fatal,Yes
CHN202200546,13.04773,80.230324,T Nagar,Anna Salai,Service Road,2,6.6,30,Rainy,28.6,86.7,1496,15.0,Damaged,NightWithLights,Low,42.9,19.5,50.0,No,Yes,Yes,Yes,Yes,2023,5,Tuesday,No,No,Late Night,0,No,No,No,2,Yes,No,Medium,Minor,No
CHN202300547,12.904444,80.229175,Sholinganallur,OMR,Highway,4,17.3,80,Cloudy,31.2,68.7,3116,18.5,Dry,NightWithoutLights,Medium,39.7,17.6,49.0,Yes,No,No,No,No,2024,4,Saturday,Yes,No,Early Morning,4,No,Yes,Yes,3,No,No,Low,Fatal,No
CHN202500548,12.950604,80.149045,Chrompet,GST Road,Junction,4,14.0,50,Sunny,33.4,61.0,3775,17.1,Dry,NightWithLights,Medium,30.3,2.2,35.0,No,No,Yes,No,No,2023,3,Wednesday,No,No,Late Night,1,No,No,Yes,4,No,No,Low,Minor,No
CHN202400549,12.967334,80.238948,Perungudi,OMR,Highway,6,21.7,60,Cloudy,30.1,56.8,2718,18.2,Dry,NightWithoutLights,Severe,11.8,7.5,68.0,No,No,No,No,No,2024,10,Sunday,Yes,Yes,Night,20,No,Yes,Yes,6,No,No,High,Fatal,No
CHN202300550,13.039011,80.288854,Marina,Marina Beach Road,Arterial,4,13.9,60,Sunny,38.7,60.3,4195,17.2,Dry,Dawn,Medium,39.1,4.5,49.0,Yes,No,Yes,Yes,No,2022,3,Saturday,Yes,No,Early Morning,5,No,Yes,Yes,8,No,Yes,Medium,Major,No
CHN202300551,13.005314,80.258945,Adyar,LB Road,Arterial,4,11.9,40,Rainy,29.7,88.6,789,20.9,Potholes,NightWithLights,Medium,29.6,6.3,47.0,No,Yes,No,No,No,2024,11,Saturday,Yes,Yes,Late Night,3,No,No,No,6,No,No,High,Major,No
CHN202400552,12.940026,80.236104,Thoraipakkam,OMR,Service Road,1,5.4,20,Drizzle,26.9,87.9,1384,13.8,Wet,Dawn,Medium,34.4,,30.0,No,No,No,Yes,No,2025,1,Thursday,No,No,Early Morning,4,No,No,Yes,4,No,No,Low,Minor,No
CHN202300553,13.084352,80.207004,Anna Nagar,Anna Nagar 2nd Avenue,Residential,2,5.5,30,Cloudy,29.4,70.9,1638,17.3,Dry,NightWithoutLights,Low,32.5,2.3,38.0,No,Yes,Yes,Yes,No,2024,2,Tuesday,No,No,Night,20,Yes,No,Yes,2,Yes,No,Low,Minor,No
CHN202400554,12.796171,80.226277,Kelambakkam,OMR Service Road,Highway,6,20.8,80,Rainy,24.1,77.5,573,15.4,Potholes,NightWithLights,High,18.1,8.3,59.0,No,No,No,No,No,2024,7,Wednesday,No,No,Late Night,2,No,Yes,No,6,No,No,High,Fatal,No
CHN202500555,13.088971,80.203544,Anna Nagar,Anna Nagar 2nd Avenue,Residential,2,8.3,30,Sunny,37.9,57.4,3381,16.4,Dry,NightWithLights,Severe,14.3,10.0,100.0,Yes,Yes,No,No,No,2024,1,Friday,No,No,Night,22,Yes,No,No,5,Yes,No,Medium,Minor,No
CHN202500556,13.041623,80.233525,T Nagar,Anna Salai,Service Road,2,6.1,20,Sunny,31.2,55.2,4047,10.1,Dry,NightWithLights,Medium,29.6,17.0,17.0,No,No,No,Yes,No,2022,3,Monday,No,Yes,Late Night,2,No,No,No,3,No,No,Low,Minor,No
CHN202500557,13.10591,80.094806,Avadi,Chennai Bypass Road,Highway,4,14.2,80,Sunny,35.3,49.6,3284,7.3,Dry,Dawn,Low,48.2,5.5,17.0,Yes,No,Yes,No,No,2023,3,Saturday,Yes,No,Early Morning,4,Yes,Yes,Yes,1,No,No,Low,Major,No
CHN202500558,13.073423,80.267127,Egmore,Mount Road,Arterial,4,13.4,50,Sunny,32.2,45.5,4015,13.0,Wet,NightWithLights,Medium,39.5,4.2,52.0,No,Yes,Yes,No,No,2025,11,Sunday,Yes,Yes,Late Night,3,Yes,No,No,6,No,No,High,Major,No
CHN202500559,13.012792,80.257599,Adyar,LB Road,Arterial,4,13.1,50,Sunny,29.2,62.0,2237,9.3,Dry,Daylight,Medium,19.8,11.2,64.0,Yes,No,No,No,No,2022,12,Wednesday,No,No,Morning,9,No,Yes,Yes,5,No,No,Low,Major,No
CHN202500560,13.046776,80.210105,Vadapalani,Arcot Road,Arterial,4,16.5,60,Sunny,37.3,51.1,3256,11.0,Dry,NightWithLights,Severe,17.6,6.0,60.0,No,No,Yes,No,No,2022,3,Saturday,Yes,No,Night,19,No,Yes,No,8,No,Yes,High,Fatal,Yes
CHN202300561,12.98132,80.211833,Velachery,Velachery Main Road,Arterial,4,17.1,60,Sunny,,48.8,2249,8.8,Dry,NightWithoutLights,Low,51.4,11.8,33.0,Yes,,Yes,No,No,2024,6,Tuesday,No,No,Late Night,2,Yes,No,Yes,0,No,No,Medium,Major,No
CHN202300562,13.046559,80.276991,Marina,Marina Beach Road,Arterial,2,10.0,40,Sunny,35.7,47.9,3756,6.6,Damaged,NightWithLights,Severe,14.5,11.5,74.0,No,No,Yes,Yes,Yes,2023,4,Friday,No,No,Late Night,23,Yes,Yes,No,7,No,No,High,Minor,Yes
CHN202200563,13.036455,80.234125,T Nagar,Anna Salai,Highway,4,14.9,100,Rainy,29.6,78.2,926,12.4,Potholes,Daylight,High,21.8,20.8,48.0,Yes,No,No,Yes,No,2023,10,Monday,No,No,Evening,17,No,No,Yes,4,Yes,No,High,Fatal,No
CHN202200564,12.786116,80.214333,Kelambakkam,OMR Service Road,Service Road,2,4.6,30,Sunny,33.5,57.3,2466,7.9,Damaged,NightWithLights,High,28.0,18.2,60.0,No,No,No,No,No,2025,4,Saturday,Yes,No,Late Night,0,Yes,No,No,6,No,No,High,Major,No
CHN202500565,12.921124,80.126283,Tambaram,GST Road,Highway,8,14.6,100,Rainy,29.4,85.5,1061,17.2,Wet,Daylight,Severe,14.3,9.0,71.0,No,No,No,No,No,2025,8,Monday,No,Yes,Morning,7,No,No,Yes,11,Yes,Yes,High,Fatal,Yes
CHN202500566,12.913508,80.122584,Tambaram,GST Road,Highway,6,14.7,80,Drizzle,28.3,85.8,1956,14.5,Damaged,Dusk,Medium,25.6,9.5,48.0,No,Yes,No,Yes,No,2024,7,Monday,No,No,Evening,16,No,No,No,5,No,No,Medium,Fatal,No
CHN202400567,13.115019,80.096699,Avadi,Chennai Bypass Road,Highway,6,20.9,60,Sunny,29.7,57.0,4663,6.5,Dry,Dusk,High,24.8,17.3,62.0,No,,No,No,No,2023,11,Tuesday,No,No,Evening,16,No,No,Yes,5,No,No,Low,Minor,No
CHN202400568,12.919258,80.253907,Injambakkam,ECR,Service Road,1,7.0,30,Rainy,25.6,84.4,819,26.3,Potholes,Dusk,Low,43.6,17.1,24.0,No,Yes,No,No,No,2025,10,Saturday,Yes,No,Evening,16,No,No,No,4,No,No,Low,Minor,No
CHN202500569,13.047734,80.09956,Poonamallee,Poonamallee High Road,Arterial,4,13.6,40,Sunny,37.5,47.4,4094,7.9,Dry,Daylight,Low,45.0,2.1,17.0,No,No,No,No,No,2022,6,Sunday,Yes,No,Afternoon,11,No,No,Yes,2,No,No,Low,Minor,No
CHN202200570,13.050587,80.219208,Vadapalani,Arcot Road,Arterial,4,17.2,50,Cloudy,32.8,67.4,2065,9.5,Dry,Daylight,Low,46.3,8.0,10.0,No,No,Yes,No,No,2024,4,Saturday,Yes,No,Afternoon,13,No,Yes,Yes,8,No,No,Low,Minor,No
CHN202300571,12.978829,80.218654,Velachery,Velachery Main Road,Arterial,4,15.1,40,Rainy,27.6,89.5,1001,11.2,Wet,Daylight,High,18.2,4.7,61.0,No,No,Yes,No,No,2022,10,Tuesday,No,Yes,Afternoon,14,No,No,Yes,7,Yes,No,Medium,Minor,No
CHN202500572,12.963949,80.238533,Perungudi,OMR,Highway,4,20.2,60,Sunny,31.4,64.1,3089,11.4,Dry,NightWithLights,Medium,37.3,5.1,46.0,No,Yes,No,No,No,2022,12,Saturday,Yes,No,Late Night,2,No,No,No,3,No,No,Low,Major,No
CHN202400573,13.038828,80.231272,T Nagar,Anna Salai,Arterial,4,15.0,50,Cloudy,28.8,66.2,2013,19.0,Dry,Daylight,High,26.1,6.7,67.0,No,Yes,No,No,Yes,2022,2,Saturday,Yes,No,Evening,16,Yes,Yes,Yes,6,No,No,Low,Major,No
